Date,time_from_start,Character_type,position.x
1706096565452,19.30963,Male,-1.869927
1706096565655,19.51304,Male,-1.666515
1706096565859,19.71656,Male,-1.463002
1706096566059,19.9173,Male,-1.262263
1706096566263,20.12022,Male,-1.059349
1706096566466,20.32327,Male,-0.8562948
1706096566668,20.52628,Male,-0.7486743
1706096566870,20.72824,Male,-0.7486743
1706096567073,20.93096,Male,-0.7486743
1706096567274,21.13217,Male,-0.7486743
1706096567477,21.33469,Male,-0.7486743
1706096567680,21.53786,Male,-0.7486743
1706096567883,21.74028,Male,-0.7486743
1706096568085,21.94233,Male,-0.7486743
1706096568289,22.1466,Male,-0.7486743
1706096568491,22.34913,Male,-0.7486743
1706096568694,22.55149,Male,-0.7486743
1706096568897,22.75509,Male,-0.7486743
1706096569100,22.95767,Male,-0.7486743
1706096569303,23.16077,Male,-0.7486743
1706096569506,23.36367,Male,-0.7486743
1706096569708,23.56576,Male,-0.7486743
1706096569909,23.76738,Male,-0.7486743
1706096570112,23.97008,Male,-0.7486743
1706096570316,24.17342,Male,-0.7486743
1706096570519,24.37686,Male,-0.7486743
1706096570720,24.57804,Male,-0.7486743
1706096570923,24.78032,Male,-0.7486743
1706096571126,24.98324,Male,-0.7486743
1706096571329,25.18685,Male,-0.7486743
1706096571531,25.38899,Male,-0.7486743
1706096571732,25.58966,Male,-0.7486743
1706096571934,25.79165,Male,-0.7486743
1706096572137,25.99481,Male,-0.7486743
1706096572339,26.1966,Male,-0.7486743
1706096572540,26.39774,Male,-0.7486743
1706096572741,26.59905,Male,-0.7486743
1706096572943,26.80024,Male,-0.7486743
1706096573146,27.00377,Male,-0.7486743
1706096573349,27.2072,Male,-0.7486743
1706096573553,27.41084,Male,-0.7486743
1706096573755,27.613,Male,-0.7486743
1706096573959,27.81655,Male,-0.7486743
1706096574161,28.01915,Male,-0.7486743
1706096574364,28.22094,Male,-0.7486743
1706096574564,28.42184,Male,-0.7486743
1706096574766,28.62351,Male,-0.7486743
1706096574967,28.82429,Male,-0.7486743
1706096575169,29.02661,Male,-0.7486743
1706096575370,29.22784,Male,-0.7486743
1706096575573,29.43048,Male,-0.7486743
1706096575775,29.63264,Male,-0.7486743
1706096575978,29.83627,Male,-0.7486743
1706096576180,30.03819,Male,-0.7486743
1706096576384,30.24136,Male,-0.7486743
1706096576588,30.44522,Male,-0.760924
1706096576789,30.64675,Male,-0.962324
1706096576991,30.84868,Male,-1.164121
1706096577195,31.05251,Male,-1.367821
1706096577397,31.25518,Male,-1.570364
1706096577598,31.4565,Male,-1.771552
1706096577803,31.66005,Male,-1.974977
1706096578003,31.86011,Male,-2.17491
1706096578203,32.06018,Male,-2.374848
1706096578407,32.26445,Male,-2.578991
1706096578607,32.46461,Male,-2.779026
1706096578808,32.66575,Male,-2.980041
1706096579011,32.86902,Male,-3.183182
1706096579218,33.07572,Male,-3.38975
1706096579421,33.27949,Male,-3.59339
1706096579625,33.48262,Male,-3.796391
1706096579830,33.68754,Male,-4.001181
1706096580031,33.88935,Male,-4.202859
1706096580233,34.09054,Male,-4.403922
1706096580435,34.29334,Male,-4.606596
1706096580638,34.49527,Male,-4.808394
1706096580838,34.69608,Male,-5.009078
1706096581039,34.89691,Male,-5.209776
