Date,time_from_start,Character_type,Character_position.x,Character_position.y,Character_position.z
1706252444592,143.7453,Robot(Clone),-7.634628,-0.06,-0.205665
1706252444800,143.9544,Robot(Clone),-7.843628,-0.06,-0.2131207
1706252445009,144.1639,Robot(Clone),-8.052992,-0.06,-0.2205894
1706252445218,144.3716,Robot(Clone),-8.260613,-0.06,-0.227996
1706252445427,144.5804,Robot(Clone),-8.469293,-0.06,-0.2354403
1706252445635,144.7901,Robot(Clone),-8.678846,-0.06,-0.2429159
1706252445844,144.9996,Robot(Clone),-8.88818,-0.06,-0.2503835
1706252446052,145.2068,Robot(Clone),-9.095243,-0.06,-0.2577701
1706252446260,145.4168,Robot(Clone),-9.305084,-0.06,-0.2652559
1706252446469,145.625,Robot(Clone),-9.513199,-0.06,-0.27268
1706252446678,145.8317,Robot(Clone),-9.71979,-0.06,-0.2800497
1706252446887,146.0412,Robot(Clone),-9.929152,-0.06,-0.2875184
1706252447096,146.2493,Robot(Clone),-10.13705,-0.06,-0.294935
1706252447305,146.4596,Robot(Clone),-10.34725,-0.06,-0.3024334
1706252447514,146.6682,Robot(Clone),-10.55576,-0.06,-0.3098718
1706252447723,146.8768,Robot(Clone),-10.76415,-0.06,-0.3173057
1706252447932,147.0854,Robot(Clone),-10.97263,-0.06,-0.3247429
1706252448140,147.2949,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252448350,147.5031,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252448559,147.7122,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252448767,147.9219,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252448976,148.1302,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252449185,148.3396,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252449394,148.5475,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252449603,148.7578,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252449812,148.9662,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252450020,149.1755,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252450230,149.3834,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252450439,149.5929,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252450647,149.8016,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252450857,150.0096,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252451065,150.2196,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252451274,150.4269,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252451483,150.6374,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252451692,150.8461,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252451901,151.0542,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252452110,151.2643,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252452319,151.4721,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252452528,151.6814,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252452737,151.8897,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252452945,152.0992,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252453154,152.307,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252453362,152.5173,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252453572,152.7249,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252453780,152.9333,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252453989,153.1438,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252454197,153.3515,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252454407,153.5603,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252454615,153.7693,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252454824,153.9783,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252455033,154.1873,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252455242,154.3962,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252455451,154.6055,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252455659,154.8142,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252455868,155.0217,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252456077,155.2313,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252456286,155.4415,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252456494,155.6484,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252456703,155.858,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252456912,156.0667,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252457121,156.2758,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252457330,156.4841,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252457539,156.6926,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252457748,156.9021,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252457957,157.1114,Robot(Clone),-11.07074,-0.06,-0.3282428
1706252458165,157.3192,Robot(Clone),-11.07201,-0.06,-0.2027583
1706252458375,157.5282,Robot(Clone),-11.07412,-0.06,0.006191619
1706252458584,157.737,Robot(Clone),-11.07623,-0.06,0.21504
1706252458793,157.9461,Robot(Clone),-11.07834,-0.06,0.4240651
1706252459002,158.1557,Robot(Clone),-11.08046,-0.06,0.6336939
1706252459211,158.3655,Robot(Clone),-11.08257,-0.06,0.8434518
1706252459419,158.5724,Robot(Clone),-11.08466,-0.06,1.050404
1706252459628,158.782,Robot(Clone),-11.08678,-0.06,1.259931
1706252459837,158.9902,Robot(Clone),-11.08888,-0.06,1.468145
1706252460045,159.2014,Robot(Clone),-11.09101,-0.06,1.679302
1706252460254,159.4073,Robot(Clone),-11.09309,-0.06,1.885237
1706252460462,159.6165,Robot(Clone),-11.09521,-0.06,2.094421
1706252460671,159.8245,Robot(Clone),-11.09731,-0.06,2.302375
1706252460879,160.0342,Robot(Clone),-11.09943,-0.06,2.512089
1706252461088,160.2425,Robot(Clone),-11.10153,-0.06,2.720371
1706252461297,160.4502,Robot(Clone),-11.10363,-0.06,2.928026
1706252461505,160.6593,Robot(Clone),-11.10574,-0.06,3.137122
1706252461713,160.8668,Robot(Clone),-11.10783,-0.06,3.344599
1706252461922,161.0766,Robot(Clone),-11.10995,-0.06,3.554448
1706252462131,161.2846,Robot(Clone),-11.11205,-0.06,3.762434
1706252462340,161.4937,Robot(Clone),-11.11416,-0.06,3.971524
1706252462548,161.7017,Robot(Clone),-11.11626,-0.06,4.179518
1706252462757,161.9113,Robot(Clone),-11.11837,-0.06,4.389081
1706252464087,162.333,Robot(Clone),-11.12,-0.06,4.55
