1706096837337,0,Male,-6
1706096840857,0.2040487,Male,-6
1706096841058,0.4060706,Male,-6
1706096841260,0.6079629,Male,-6
1706096841460,0.8079884,Male,-6
1706096841663,1.010709,Male,-6
1706096841866,1.213304,Male,-6
1706096842067,1.414604,Male,-6
1706096842267,1.614701,Male,-6
1706096842467,1.814755,Male,-6
1706096842667,2.0148,Male,-6
1706096842869,2.216924,Male,-6
1706096843073,2.420422,Male,-6
1706096843276,2.62345,Male,-6
1706096843477,2.824696,Male,-6
1706096843679,3.026156,Male,-6
1706096843878,3.226244,Male,-6
1706096844082,3.429126,Male,-6
1706096844281,3.629134,Male,-6
1706096844482,3.829753,Male,-6
1706096844686,4.033368,Male,-6
1706096844888,4.235451,Male,-6
1706096845091,4.438451,Male,-6
1706096845295,4.642186,Male,-6
1706096845498,4.846164,Male,-6
1706096845700,5.04829,Male,-6
1706096845903,5.250959,Male,-6
1706096846106,5.453613,Male,-6
1706096846307,5.654451,Male,-6
1706096846507,5.854757,Male,-6
1706096846709,6.057063,Male,-6
1706096846909,6.257149,Male,-6
1706096847113,6.460158,Male,-6
1706096847314,6.661075,Male,-6
1706096847517,6.863611,Male,-6
1706096847718,7.06585,Male,-6
1706096847921,7.268308,Male,-6
1706096848124,7.47135,Male,-6
1706096848325,7.672567,Male,-6
1706096848528,7.875645,Male,-6
1706096848731,8.078135,Male,-6
1706096848932,8.279565,Male,-6
1706096849132,8.479579,Male,-6
1706096849335,8.682534,Male,-6
1706096849536,8.883274,Male,-6
1706096849738,9.085738,Male,-6
1706096849939,9.286137,Male,-6
1706096850139,9.486548,Male,-6
1706096850342,9.689838,Male,-6
1706096850546,9.893059,Male,-6
1706096850746,10.09347,Male,-5.988618
1706096850946,10.29428,Male,-5.78781
1706096851150,10.49706,Male,-5.58504
1706096851350,10.69744,Male,-5.384673
1706096851552,10.89966,Male,-5.182459
1706096851754,11.10075,Male,-4.981374
1706096851955,11.30271,Male,-4.779428
1706096852156,11.50336,Male,-4.578783
1706096852359,11.70673,Male,-4.375424
1706096852560,11.90817,Male,-4.17399
1706096852761,12.10874,Male,-3.973423
1706096852963,12.31059,Male,-3.771587
1706096853163,12.51095,Male,-3.571229
1706096853364,12.71179,Male,-3.370401
1706096853568,12.91514,Male,-3.167054
1706096853770,13.11768,Male,-2.96453
1706096853971,13.31801,Male,-2.764205
1706096854174,13.5216,Male,-2.56062
1706096854376,13.72377,Male,-2.358454
1706096854578,13.92561,Male,-2.156628
1706096854780,14.1278,Male,-1.954443
1706096854981,14.32928,Male,-1.752976
1706096855185,14.53229,Male,-1.549974
1706096855388,14.73581,Male,-1.346463
1706096855590,14.93749,Male,-1.144791
1706096855793,15.14028,Male,-0.9420008
1706096856034,15.37802,Male,-0.7472196
1706096856233,15.5803,Male,-0.7472196
1706096856436,15.78288,Male,-0.7472196
1706096856636,15.98306,Male,-0.7472196
1706096856836,16.18354,Male,-0.7472196
1706096857040,16.38771,Male,-0.7472196
1706096857242,16.59026,Male,-0.7472196
1706096857444,16.79163,Male,-0.7472196
1706096857652,16.99915,Male,-0.7472196
1706096857853,17.20012,Male,-0.7472196
1706096858053,17.40022,Male,-0.7472196
1706096858254,17.60085,Male,-0.7472196
1706096858455,17.80266,Male,-0.7472196
1706096858658,18.00573,Male,-0.7472196
1706096858860,18.20718,Male,-0.7472196
1706096859062,18.41031,Male,-0.7472196
1706096859264,18.61103,Male,-0.7472196
1706096859465,18.81275,Male,-0.7472196
1706096859666,19.01418,Male,-0.7472196
1706096859868,19.21577,Male,-0.7472196
1706096860068,19.41606,Male,-0.7472196
1706096860268,19.61624,Male,-0.7472196
1706096860470,19.81764,Male,-0.7472196
1706096860674,20.02147,Male,-0.7472196
1706096860877,20.22445,Male,-0.7472196
1706096861079,20.42651,Male,-0.7472196
1706096861281,20.62859,Male,-0.7472196
1706096861484,20.83167,Male,-0.7472196
1706096861687,21.0346,Male,-0.7472196
1706096861889,21.23711,Male,-0.7472196
1706096862092,21.43945,Male,-0.7472196
1706096862294,21.64178,Male,-0.7472196
1706096862495,21.84224,Male,-0.7472196
1706096862696,22.04285,Male,-0.7472196
1706096862898,22.24554,Male,-0.7472196
1706096863099,22.44636,Male,-0.7472196
1706096863300,22.64731,Male,-0.7472196
1706096863500,22.84773,Male,-0.7472196
1706096863702,23.05001,Male,-0.7472196
1706096863906,23.25365,Male,-0.7472196
1706096864108,23.45529,Male,-0.7472196
1706096864308,23.6556,Male,-0.7472196
1706096864511,23.85813,Male,-0.7472196
1706096864712,24.05922,Male,-0.7472196
1706096864915,24.26283,Male,-0.7472196
1706096865118,24.46538,Male,-0.7472196
1706096865320,24.66757,Male,-0.7472196
1706096865521,24.8688,Male,-0.7472196
1706096865722,25.0692,Male,-0.7472196
1706096865922,25.27008,Male,-0.7472196
1706096866126,25.47426,Male,-0.8837692
1706096866328,25.67554,Male,-1.084919
1706096866531,25.8789,Male,-1.288152
1706096866734,26.08143,Male,-1.490547
1706096866936,26.28274,Male,-1.691729
1706096867137,26.48466,Male,-1.893516
1706096867339,26.68605,Male,-2.094783
1706096867542,26.88958,Male,-2.298186
1706096867742,27.08986,Male,-2.498337
1706096867944,27.2911,Male,-2.699445
1706096868144,27.49148,Male,-2.899698
1706096868346,27.69414,Male,-3.102229
1706096868548,27.89502,Male,-3.302987
1706096868751,28.09865,Male,-3.506483
1706096868953,28.30036,Male,-3.708069
1706096869155,28.50241,Male,-3.909987
1706096869357,28.70387,Male,-4.111319
1706096869559,28.90694,Male,-4.314261
1706096869762,29.11,Male,-4.517194
1706096869964,29.31133,Male,-4.718395
1706096870165,29.51318,Male,-4.920119
1706096870366,29.71402,Male,-5.120827
1706096870569,29.91659,Male,-5.323274
1706096870769,30.11679,Male,-5.523348
1706096870973,30.32058,Male,-5.727001
1706096871174,30.52163,Male,-5.92793
1706096871378,30.72576,Male,-6.131929
1706096871582,30.92912,Male,-6.33516
1706096871783,31.13062,Male,-6.536535
1706096871986,31.33294,Male,-6.738725
1706096872189,31.53637,Male,-6.94202
1706096872389,31.73729,Male,-7.142817
1706096872591,31.93828,Male,-7.343675
1706096872795,32.14195,Male,-7.547219
1706096872996,32.34337,Male,-7.748507
1706096873199,32.54654,Male,-7.951541
1706096873402,32.74924,Male,-8.154119
1706096873602,32.95003,Male,-8.354784
1706096873804,33.15191,Male,-8.556532
1706096874005,33.35285,Male,-8.757346
1706096874209,33.5564,Male,-8.960762
1706096874410,33.75706,Male,-9.161298
1706096874613,33.96051,Male,-9.364624
1706096874816,34.16339,Male,-9.567379
1706096875018,34.36531,Male,-9.769163
1706096875221,34.56875,Male,-9.97248
1706096875421,34.76891,Male,-10.17252
1706096875623,34.97067,Male,-10.37415
1706096875825,35.17286,Male,-10.5762
1706096876029,35.37597,Male,-10.77918
1706096876232,35.57943,Male,-10.98251
1706096876433,35.78012,Male,-11.0733
1706096876633,35.9805,Male,-11.0733
1706096876835,36.18246,Male,-11.0733
1706096877038,36.38572,Male,-11.0733
1706096877242,36.58911,Male,-11.0733
1706096877442,36.7896,Male,-11.0733
1706096877644,36.99152,Male,-11.0733
1706096877846,37.19391,Male,-11.0733
1706096878048,37.3954,Male,-11.0733
1706096878252,37.59937,Male,-11.0733
1706096878456,37.80328,Male,-11.0733
1706096878658,38.00546,Male,-11.0733
1706096878859,38.20644,Male,-11.0733
1706096879060,38.40797,Male,-11.0733
1706096879262,38.60984,Male,-11.0733
1706096879465,38.8126,Male,-11.0733
1706096879667,39.0143,Male,-11.0733
1706096879868,39.21604,Male,-11.0733
1706096880072,39.41955,Male,-11.0733
1706096880274,39.62115,Male,-11.0733
1706096880474,39.82146,Male,-11.0733
1706096880676,40.02288,Male,-11.0733
1706096912268,0,Male,-6
1706096915292,0.2011125,Male,-6
1706096915492,0.4013935,Male,-6
1706096915694,0.6034161,Male,-6
1706096915897,0.8070315,Male,-6
1706096916101,1.010552,Male,-6
1706096916306,1.215593,Male,-6
1706096916507,1.416877,Male,-6
1706096916709,1.618702,Male,-6
1706096916912,1.821826,Male,-6
1706096917115,2.024668,Male,-6
1706096917317,2.226694,Male,-6
1706096917518,2.427705,Male,-6
1706096917720,2.629975,Male,-6
1706096917920,2.829983,Male,-6
1706096918120,3.030195,Male,-6
1706096918321,3.231046,Male,-6
1706096918523,3.432826,Male,-6
1706096918724,3.634126,Male,-6
1706096918927,3.836822,Male,-6
1706096919127,4.03712,Male,-6
1706096919328,4.238524,Male,-6
1706096919533,4.442202,Male,-6
1706096919737,4.646911,Male,-6
1706096919937,4.84701,Male,-6
1706096920140,5.049326,Male,-6
1706096920342,5.251945,Male,-6
1706096920544,5.453286,Male,-6
1706096920746,5.655844,Male,-6
1706096920948,5.85848,Male,-6
1706096921151,6.060469,Male,-6
1706096921355,6.264503,Male,-6
1706096921558,6.46763,Male,-6
1706096921761,6.670949,Male,-6
1706096921964,6.873715,Male,-6
1706096922166,7.07651,Male,-6
1706096922372,7.281273,Male,-6
1706096922574,7.483088,Male,-6
1706096922776,7.686321,Male,-6
1706096922977,7.8871,Male,-6
1706096923179,8.08871,Male,-6
1706096923381,8.291228,Male,-6
1706096923583,8.492557,Male,-6
1706096923783,8.693079,Male,-6
1706096923983,8.893094,Male,-6
1706096924184,9.093616,Male,-6
1706096924384,9.294338,Male,-6
1706096924589,9.498193,Male,-6
1706096924793,9.70223,Male,-6
1706096924993,9.902593,Male,-6
1706096925196,10.10521,Male,-5.972657
1706096925399,10.30844,Male,-5.769434
1706096925603,10.51259,Male,-5.565285
1706096925806,10.71531,Male,-5.362574
1706096926007,10.91669,Male,-5.161206
1706096926208,11.1178,Male,-4.960107
1706096926409,11.31894,Male,-4.758976
1706096926611,11.52025,Male,-4.557671
1706096926811,11.72108,Male,-4.356846
1706096927014,11.92354,Male,-4.1544
1706096927216,12.12598,Male,-3.951964
1706096927419,12.32874,Male,-3.749218
1706096927622,12.53203,Male,-3.545937
1706096927826,12.73626,Male,-3.341707
1706096928027,12.93702,Male,-3.140964
1706096928232,13.14126,Male,-2.936725
1706096928435,13.34473,Male,-2.733263
1706096928636,13.54632,Male,-2.531688
