Date,time_from_start,Character_type,position.x
1706095451196,30.88067,Male,-0.7492376
1706095451397,31.08139,Male,-0.7492376
1706095451597,31.28183,Male,-0.7492376
1706095451800,31.48449,Male,-0.7492376
1706095452002,31.68637,Male,-0.7492376
1706095452202,31.88712,Male,-0.7492376
1706095452404,32.08823,Male,-0.7492376
1706095452605,32.28977,Male,-0.7682254
1706095452805,32.49043,Male,-0.9687512
1706095453009,32.69407,Male,-1.172258
1706095453211,32.89543,Male,-1.373499
1706095453414,33.09882,Male,-1.576762
1706095453614,33.29902,Male,-1.776827
1706095453818,33.50249,Male,-1.980169
1706095454021,33.70519,Male,-2.182743
1706095454221,33.9056,Male,-2.383025
1706095454424,34.10854,Male,-2.585837
1706095454625,34.30965,Male,-2.786816
1706095454828,34.51272,Male,-2.98976
1706095455029,34.71392,Male,-3.190832
1706095455233,34.91742,Male,-3.394202
1706095455436,35.1208,Male,-3.597443
1706095455638,35.32217,Male,-3.798696
1706095455842,35.52615,Male,-4.002534
1706095456043,35.72817,Male,-4.204432
1706095456246,35.93089,Male,-4.407018
1706095456448,36.13208,Male,-4.608087
1706095456651,36.33579,Male,-4.811663
1706095456851,36.53637,Male,-5.012115
1706095457053,36.73785,Male,-5.213474
1706095457254,36.93864,Male,-5.414132
1706095457456,37.14049,Male,-5.615855
1706095457661,37.34524,Male,-5.82047
1706095457861,37.5453,Male,-6.020399
1706095458062,37.74686,Male,-6.221837
1706095458264,37.94895,Male,-6.423797
1706095458466,38.15059,Male,-6.625307
1706095458669,38.35339,Male,-6.827982
1706095458871,38.55532,Male,-7.029787
1706095459073,38.75762,Male,-7.231954
1706095459273,38.95777,Male,-7.431975
1706095459476,39.16013,Male,-7.63421
1706095459676,39.3603,Male,-7.834255
1706095459877,39.56168,Male,-8.035502
1706095460081,39.76588,Male,-8.239575
1706095460283,39.96781,Male,-8.441369
1706095460486,40.17007,Male,-8.643508
1706095460688,40.37264,Male,-8.845942
1706095460890,40.57479,Male,-9.047963
1706095461091,40.77586,Male,-9.248906
1706095461293,40.97778,Male,-9.450689
1706095461495,41.17975,Male,-9.652537
1706095461697,41.38174,Male,-9.854397
1706095461900,41.58432,Male,-10.05685
1706095462100,41.78532,Male,-10.25773
1706095462303,41.9874,Male,-10.45967
1706095462505,42.18965,Male,-10.6618
1706095462706,42.39085,Male,-10.86287
1706095462910,42.59457,Male,-11.06646
1706095463113,42.79782,Male,-11.07115
1706095463317,43.00135,Male,-11.07115
1706095463518,43.20221,Male,-11.07115
1706095463721,43.40559,Male,-11.07115
1706095463924,43.60872,Male,-11.07115
1706095464124,43.80882,Male,-11.07115
1706095464325,44.01025,Male,-11.07115
1706095464529,44.2138,Male,-11.07115
1706095464729,44.41419,Male,-11.07115
1706095464931,44.61606,Male,-11.07115
1706095465135,44.81913,Male,-11.07115
1706095465337,45.02161,Male,-11.07115
1706095465538,45.22291,Male,-11.07115
1706095465739,45.42297,Male,-11.07115
1706095465940,45.62503,Male,-11.07115
1706095466142,45.82675,Male,-11.07115
1706095466345,46.0293,Male,-11.07115
1706095466546,46.23028,Male,-11.07115
1706095466749,46.43373,Male,-11.07115
1706095466950,46.63411,Male,-11.07115
1706095467150,46.83464,Male,-11.07115
1706095467352,47.0374,Male,-11.07115
1706095467556,47.24029,Male,-11.07115
1706095467757,47.44165,Male,-11.07115
1706095467960,47.64458,Male,-11.07115
1706095468162,47.84694,Male,-11.07115
1706095468366,48.05077,Male,-11.07115
1706095468567,48.2518,Male,-11.07115
1706095468769,48.45374,Male,-11.07115
1706095468970,48.65474,Male,-11.07115
1706095469172,48.85697,Male,-11.07115
1706095469375,49.05996,Male,-11.07115
1706095469576,49.26048,Male,-11.07115
1706095469777,49.46133,Male,-11.07115
1706095469980,49.66434,Male,-11.07115
1706095470181,49.86576,Male,-11.07115
1706095470384,50.06861,Male,-11.07115
1706095470584,50.26889,Male,-11.07115
1706095470785,50.46981,Male,-11.07115
1706095470986,50.67009,Male,-11.07115
1706095471187,50.8713,Male,-11.07115
1706095471390,51.07484,Male,-11.07115
1706095471591,51.27594,Male,-11.07115
1706095471793,51.47766,Male,-11.07115
1706095471993,51.67842,Male,-11.07115
1706095472194,51.87907,Male,-11.07115
1706095472395,52.07985,Male,-11.07115
1706095472596,52.2804,Male,-11.07115
1706095472799,52.48351,Male,-11.07115
1706095473003,52.68734,Male,-11.07202
1706095473205,52.88914,Male,-11.07404
1706095473407,53.0914,Male,-11.07607
1706095473608,53.29297,Male,-11.07808
1706095473809,53.49349,Male,-11.08009
1706095474010,53.69422,Male,-11.0821
1706095474212,53.89722,Male,-11.08413
1706095474413,54.09755,Male,-11.08614
1706095474617,54.30102,Male,-11.08818
1706095474819,54.50314,Male,-11.0902
1706095475022,54.70684,Male,-11.09224
1706095475224,54.90864,Male,-11.09426
1706095475428,55.11249,Male,-11.0963
1706095475628,55.31285,Male,-11.09831
1706095475830,55.51483,Male,-11.10034
1706095476033,55.71824,Male,-11.10237
1706095476237,55.92164,Male,-11.10441
1706095476439,56.12306,Male,-11.10643
1706095476640,56.32494,Male,-11.10845
1706095476840,56.52509,Male,-11.11045
1706095477044,56.72853,Male,-11.11249
1706095477244,56.92945,Male,-11.1145
1706095477447,57.13124,Male,-11.11652
1706095477648,57.33232,Male,-11.11854
1706095477746,57.42967,Robot(Clone),-6
