Date,time_from_start,Character_type,position.x
1706248910666,38.91614,Male,-4.982887
1706248910871,39.12044,Male,-5.187056
1706248911075,39.32518,Male,-5.391673
1706248911276,39.52583,Male,-5.592192
1706248911478,39.72863,Male,-5.794858
1706248911683,39.93307,Male,-5.99917
1706248911897,40.14679,Male,-6.212754
1706248912102,40.35219,Male,-6.418023
1706248912302,40.55264,Male,-6.61834
1706248912506,40.75657,Male,-6.822145
1706248912711,40.96053,Male,-7.025971
1706248912913,41.1625,Male,-7.227814
1706248913116,41.36538,Male,-7.430572
1706248913321,41.57135,Male,-7.636412
1706248913522,41.77287,Male,-7.837801
1706248913725,41.97482,Male,-8.039624
1706248913925,42.17548,Male,-8.240155
1706248914130,42.38052,Male,-8.44506
1706248914332,42.58227,Male,-8.646688
1706248914537,42.78774,Male,-8.852028
1706248914737,42.98794,Male,-9.052102
1706248914938,43.1883,Male,-9.252326
1706248915139,43.38943,Male,-9.453331
1706248915341,43.59061,Male,-9.654389
1706248915570,43.81789,Male,-9.881522
1706248915768,44.01832,Male,-10.08182
1706248915974,44.22404,Male,-10.28742
1706248916181,44.43076,Male,-10.494
1706248916382,44.63208,Male,-10.69519
1706248916588,44.83811,Male,-10.90109
1706248916789,45.03936,Male,-11.07114
1706248917001,45.25051,Male,-11.07114
1706248917204,45.45393,Male,-11.07114
1706248917406,45.65588,Male,-11.07114
1706248917606,45.85619,Male,-11.07114
1706248917807,46.05722,Male,-11.07114
1706248918009,46.2594,Male,-11.07114
1706248918210,46.46026,Male,-11.07114
1706248918413,46.66263,Male,-11.07114
1706248918627,46.8777,Male,-11.07114
1706248918828,47.07878,Male,-11.07114
1706248919032,47.28197,Male,-11.07114
1706248919237,47.48746,Male,-11.07114
1706248919442,47.69271,Male,-11.07114
1706248919647,47.89664,Male,-11.07114
1706248919849,48.09932,Male,-11.07114
1706248920053,48.3027,Male,-11.07114
1706248920261,48.51061,Male,-11.07114
1706248920462,48.71228,Male,-11.07114
1706248920665,48.91487,Male,-11.07114
1706248920868,49.1178,Male,-11.07114
1706248921068,49.31835,Male,-11.07114
1706248921270,49.51971,Male,-11.07114
1706248921470,49.72035,Male,-11.07114
1706248921675,49.92487,Male,-11.07114
1706248921878,50.1279,Male,-11.07114
1706248922081,50.3315,Male,-11.07114
1706248922285,50.53588,Male,-11.07114
1706248922487,50.73714,Male,-11.07114
1706248922690,50.94046,Male,-11.07114
1706248922894,51.14494,Male,-11.07114
1706248923098,51.34807,Male,-11.07114
1706248923299,51.54916,Male,-11.07114
1706248923500,51.7508,Male,-11.07114
1706248923703,51.95359,Male,-11.07114
1706248923903,52.15374,Male,-11.07114
1706248924107,52.35706,Male,-11.07114
1706248924309,52.55914,Male,-11.07114
1706248924512,52.76183,Male,-11.07114
1706248924713,52.9635,Male,-11.07114
1706248924915,53.16441,Male,-11.07114
1706248925116,53.36622,Male,-11.07114
1706248925326,53.57577,Male,-11.07114
1706248925528,53.77791,Male,-11.07114
1706248925729,53.97946,Male,-11.07114
1706248925934,54.18344,Male,-11.07114
1706248926134,54.38427,Male,-11.07114
1706248926337,54.58702,Male,-11.07114
1706248926541,54.79068,Male,-11.07114
1706248926745,54.99506,Male,-11.07114
1706248926957,55.20737,Male,-11.07313
1706248927159,55.40871,Male,-11.07514
1706248927360,55.60989,Male,-11.07716
1706248927564,55.81423,Male,-11.0792
1706248927764,56.01441,Male,-11.08121
1706248927967,56.21723,Male,-11.08324
1706248928167,56.41757,Male,-11.08525
1706248928368,56.61825,Male,-11.08726
1706248928571,56.82087,Male,-11.08929
1706248928772,57.0221,Male,-11.09131
1706248928975,57.22492,Male,-11.09334
1706248929177,57.4275,Male,-11.09537
1706248929378,57.62791,Male,-11.09738
1706248929578,57.82798,Male,-11.09938
1706248929779,58.02971,Male,-11.1014
1706248929981,58.23074,Male,-11.10341
1706248930193,58.44257,Male,-11.10553
1706248930394,58.64406,Male,-11.10755
1706248930598,58.8484,Male,-11.10959
1706248930800,59.0505,Male,-11.11162
1706248931000,59.25076,Male,-11.11362
1706248931204,59.45462,Male,-11.11566
1706248931411,59.66059,Male,-11.11772
